ARO_ID,Gene,Organism,Antibiotics,Drug_Class,Resistance_Mechanism
3002750,QnrB35,Citrobacter freundii,ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin,fluoroquinolone antibiotic,antibiotic target protection
3001538,OXA-351,Acinetobacter calcoaceticus,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3002616,aadA16,Escherichia coli,spectinomycin;streptomycin,aminoglycoside antibiotic,antibiotic inactivation
3000590,NDM-2,Acinetobacter baumannii,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001647,OXA-97,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3001795,OXA-56,Pseudomonas aeruginosa,oxacillin,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002284,VIM-14,Pseudomonas aeruginosa,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002433,OKP-A-16,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002002,CTX-M-144,Escherichia coli,,cephalosporin,antibiotic inactivation
3001975,CTX-M-115,Acinetobacter baumannii,,cephalosporin,antibiotic inactivation
3000989,TEM-127,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3000890,TEM-19,Acinetobacter baumannii,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002611,aadA11,Pseudomonas aeruginosa,spectinomycin;streptomycin,aminoglycoside antibiotic,antibiotic inactivation
3001966,CTX-M-106,Escherichia coli,,cephalosporin,antibiotic inactivation
3002796,QnrS7,Escherichia coli,ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin,fluoroquinolone antibiotic,antibiotic target protection
3001198,SHV-159,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001661,OXA-177,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3002422,OKP-A-5,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001875,CTX-M-12,Klebsiella pneumoniae,,cephalosporin,antibiotic inactivation
3001779,OXA-146,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3003041,Streptococcus pneumoniae PBP1a conferring resistance to amoxicillin,Streptococcus pneumoniae,amoxicillin,cephalosporin;penicillin beta-lactam,antibiotic target alteration
3000573,tet(43),uncultured bacterium AOTet43,tetracycline,tetracycline antibiotic,antibiotic efflux
3002523,AAC(2')-Ia,Providencia stuartii,dibekacin;netilmicin;tobramycin;6'-N-ethylnetilmicin;gentamicin,aminoglycoside antibiotic,antibiotic inactivation
3000884,TEM-12,Klebsiella oxytoca,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002306,VIM-36,Pseudomonas aeruginosa,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001522,OXA-334,Acinetobacter johnsonii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3000917,TEM-48,Klebsiella pneumoniae,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3003033,mexY,Pseudomonas aeruginosa PAO1,erythromycin;amikacin;gentamicin C;ciprofloxacin;acriflavine;tetracycline;tobramycin;meropenem;chloramphenicol;arbekacin;norfloxacin;ofloxacin;gentamicin,macrolide antibiotic;fluoroquinolone antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;penicillin beta-lactam;tetracycline antibiotic;phenicol antibiotic;disinfecting agents and antiseptics,antibiotic efflux
3003178,VIM-42,Klebsiella pneumoniae,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001825,ACT-6,Klebsiella pneumoniae,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002759,QnrB44,Escherichia coli,ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin,fluoroquinolone antibiotic,antibiotic target protection
3001030,TEM-164,Klebsiella pneumoniae,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002151,DHA-20,Citrobacter koseri,,cephalosporin,antibiotic inactivation
3002145,DHA-14,Morganella morganii,,cephalosporin,antibiotic inactivation
3002950,vanX gene in vanB cluster,Enterococcus faecalis,vancomycin,glycopeptide antibiotic,antibiotic target alteration
3003559,cepA,Bacteroides fragilis,,cephalosporin,antibiotic inactivation
3003093,cphA3,Aeromonas veronii bv. sobria,,carbapenem,antibiotic inactivation
3001327,MdtK,Salmonella enterica subsp. enterica serovar Typhimurium,ciprofloxacin,fluoroquinolone antibiotic,antibiotic efflux
3000848,DIM-1,Enterobacter sp. SL1,,carbapenem;cephalosporin,antibiotic inactivation
3002945,vanH gene in vanF cluster,Paenibacillus popilliae ATCC 14706,vancomycin,glycopeptide antibiotic,antibiotic target alteration
3002547,AAC(6')-Ib-cr1,Stenotrophomonas maltophilia,amikacin;ciprofloxacin;kanamycin A;tobramycin,fluoroquinolone antibiotic;aminoglycoside antibiotic,antibiotic inactivation
3003059,tmrB,Bacillus subtilis subsp. subtilis str. 168,tunicamycin,nucleoside antibiotic,reduced permeability to antibiotic
3002371,VEB-2,Pseudomonas aeruginosa,,monobactam;cephalosporin,antibiotic inactivation
3002130,CMY-119,Citrobacter freundii,,cephalosporin,antibiotic inactivation
3002825,ErmY,Staphylococcus aureus,erythromycin;azithromycin;oleandomycin,macrolide antibiotic;lincosamide antibiotic;streptogramin antibiotic,antibiotic target alteration
3001351,SHV-183,Enterobacter cloacae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001014,TEM-147,Pseudomonas aeruginosa,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001167,SHV-120,Escherichia coli,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002582,AAC(6')-Ib11,Salmonella enterica subsp. enterica serovar Typhimurium,amikacin;kanamycin A;tobramycin,aminoglycoside antibiotic,antibiotic inactivation
3001468,OXA-168,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3002800,QnrVC3,Vibrio cholerae non-O1/non-O139,ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin,fluoroquinolone antibiotic,antibiotic target protection
3001638,OXA-107,Acinetobacter baumannii A424,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3000995,TEM-131,Salmonella enterica subsp. enterica serovar Typhimurium,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001409,OXA-14,Pseudomonas aeruginosa,oxacillin,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001618,OXA-70,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3002719,QnrB5,Salmonella enterica subsp. enterica serovar Berta,ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin,fluoroquinolone antibiotic,antibiotic target protection
3002285,VIM-15,Pseudomonas aeruginosa,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002241,CARB-2,Pseudomonas aeruginosa,,penicillin beta-lactam,antibiotic inactivation
3002184,MOX-4,Aeromonas caviae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002954,vanX gene in vanO cluster,Rhodococcus hoagii,vancomycin,glycopeptide antibiotic,antibiotic target alteration
3002961,vanY gene in vanM cluster,Enterococcus faecium,vancomycin;teicoplanin,glycopeptide antibiotic,antibiotic target alteration
3000186,tet(M),Erysipelothrix rhusiopathiae,tetracycline;doxycycline;minocycline;chlortetracycline;demeclocycline;oxytetracycline,tetracycline antibiotic,antibiotic target protection
3000197,tet(36),Bacteroides coprosuis DSM 18011,tetracycline;doxycycline;minocycline;chlortetracycline;demeclocycline;oxytetracycline,tetracycline antibiotic,antibiotic target protection
3001992,CTX-M-134,Escherichia coli,,cephalosporin,antibiotic inactivation
3000880,TEM-8,Klebsiella pneumoniae,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3000118,vgaB,Staphylococcus aureus,virginiamycin M1;dalfopristin,streptogramin antibiotic;streptogramin A antibiotic;pleuromutilin antibiotic,antibiotic target protection
3003181,GES-26,Pseudomonas aeruginosa,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3000875,TEM-3,Klebsiella pneumoniae,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002986,bacA,Escherichia coli str. K-12 substr. MG1655,bacitracin;bacitracin A;bacitracin B;bacitracin F,peptide antibiotic,antibiotic target alteration
3002561,AAC(6')-Ir,Acinetobacter colistiniresistens,dibekacin;amikacin;sisomicin;netilmicin;tobramycin;2'-N-ethylnetilmicin;5-episisomicin,aminoglycoside antibiotic,antibiotic inactivation
3002391,OXY-1-3,Klebsiella oxytoca,,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3000866,oleI,Streptomyces antibioticus,oleandomycin,macrolide antibiotic,antibiotic inactivation
3001889,CTX-M-27,Escherichia coli,cefazolin;ceftazidime;ertapenem;ampicillin;cefixime;cefalotin,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3003063,ykkC,Bacillus subtilis subsp. subtilis str. 168,streptomycin;tetracycline;chloramphenicol,aminoglycoside antibiotic;tetracycline antibiotic;phenicol antibiotic,antibiotic efflux
3001064,SHV-5,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002335,GES-6,Klebsiella pneumoniae,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002100,CMY-87,Klebsiella pneumoniae,,cephalosporin,antibiotic inactivation
3002639,APH(3'')-Ib,Pseudomonas aeruginosa,streptomycin,aminoglycoside antibiotic,antibiotic inactivation
3002589,AAC(6')-Iid,Enterococcus hirae,dibekacin;amikacin;sisomicin;netilmicin;tobramycin;2'-N-ethylnetilmicin;5-episisomicin,aminoglycoside antibiotic,antibiotic inactivation
3002791,QnrS2,Salmonella enterica subsp. enterica serovar Anatum,ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin,fluoroquinolone antibiotic,antibiotic target protection
3001560,OXA-374,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3000961,TEM-94,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001666,OXA-201,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3001920,CTX-M-59,Klebsiella pneumoniae,,cephalosporin,antibiotic inactivation
3001824,ACT-5,Escherichia coli,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002614,aadA14,Pasteurella multocida,spectinomycin;streptomycin,aminoglycoside antibiotic,antibiotic inactivation
3002069,CMY-59,Escherichia coli,,cephalosporin,antibiotic inactivation
3001621,OXA-76,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3001860,IMI-3,Enterobacter cloacae,,carbapenem,antibiotic inactivation
3002667,rmtD,Klebsiella pneumoniae,amikacin;tobramycin;arbekacin;gentamicin A;gentamicin,aminoglycoside antibiotic,antibiotic target alteration
3001648,OXA-128,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3001683,OXA-312,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3001951,CTX-M-91,Proteus mirabilis,,cephalosporin,antibiotic inactivation
3000074,emrB,Escherichia coli str. K-12 substr. MG1655,nalidixic acid,fluoroquinolone antibiotic,antibiotic efflux
3001936,CTX-M-75,Providencia stuartii,,cephalosporin,antibiotic inactivation
3000449,FomB,Streptomyces wedmorensis,fosfomycin,phosphonic acid antibiotic,antibiotic inactivation
3002323,KPC-13,Enterobacter cloacae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002666,rmtF,Klebsiella pneumoniae,astromicin;kanamycin A;gentamicin A;gentamicin,aminoglycoside antibiotic,antibiotic target alteration
3001415,OXA-20,Acinetobacter baumannii ACICU,oxacillin,penicillin beta-lactam,antibiotic inactivation
3000859,rmtA,Pseudomonas aeruginosa,dibekacin;amikacin;gentamicin C;sisomicin;netilmicin;kanamycin A;tobramycin;isepamicin;G418;arbekacin;gentamicin B;gentamicin,aminoglycoside antibiotic,antibiotic target alteration
3001933,CTX-M-72,Klebsiella pneumoniae,,cephalosporin,antibiotic inactivation
3002735,QnrB20,Escherichia coli,ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin,fluoroquinolone antibiotic,antibiotic target protection
3002279,VIM-9,Pseudomonas aeruginosa,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001573,OXA-387,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3003193,QnrVC7,Vibrio cholerae,ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin,fluoroquinolone antibiotic,antibiotic target protection
3001465,OXA-165,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3002478,LEN-15,Klebsiella pneumoniae,,penicillin beta-lactam,antibiotic inactivation
3001640,OXA-109,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3002273,VIM-3,Pseudomonas aeruginosa,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002080,CMY-67,Citrobacter freundii,,cephalosporin,antibiotic inactivation
3001819,ACC-5,Hafnia alvei,ceftazidime,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002317,KPC-7,Klebsiella pneumoniae,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001976,CTX-M-116,Proteus mirabilis,,cephalosporin,antibiotic inactivation
3000949,TEM-82,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002401,OXY-2-6,Klebsiella oxytoca,,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001615,OXA-66,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3001575,OXA-389,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3002879,linG,Salmonella enterica subsp. enterica serovar Stanley,lincomycin,lincosamide antibiotic,antibiotic inactivation
3001481,OXA-196,Acinetobacter nosocomialis,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3002176,MIR-11,Enterobacter cloacae,,monobactam;cephalosporin,antibiotic inactivation
3002457,LEN-7,Klebsiella variicola,,penicillin beta-lactam,antibiotic inactivation
3002023,CMY-12,Proteus mirabilis,,cephalosporin,antibiotic inactivation
3002494,SRT-2,Serratia marcescens,,cephalosporin,antibiotic inactivation
3002536,AAC(3)-IIIa,Pseudomonas aeruginosa,neomycin;dibekacin;sisomicin;kanamycin A;tobramycin;paromomycin;lividomycin;5-episisomicin;gentamicin,aminoglycoside antibiotic,antibiotic inactivation
3000559,adeN,Acinetobacter baumannii,tetracycline;rifampin;imipenem;trimethoprim;chloramphenicol;ticarcillin,macrolide antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;carbapenem;cephalosporin;penicillin beta-lactam;tetracycline antibiotic;rifamycin antibiotic;diaminopyrimidine antibiotic;phenicol antibiotic,antibiotic efflux
3001705,OXA-72,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3001634,OXA-80,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3002141,DHA-10,Morganella morganii,,cephalosporin,antibiotic inactivation
3001971,CTX-M-111,Shigella sp. SH202,,cephalosporin,antibiotic inactivation
3002471,LEN-24,Klebsiella pneumoniae,,penicillin beta-lactam,antibiotic inactivation
3000936,TEM-70,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002175,MIR-10,Enterobacter asburiae,,monobactam;cephalosporin,antibiotic inactivation
3002355,NDM-4,Escherichia coli,ticarcillin,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3000953,TEM-86,Klebsiella pneumoniae,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3002590,AAC(6')-Iih,Enterococcus durans,dibekacin;amikacin;sisomicin;netilmicin;tobramycin;2'-N-ethylnetilmicin;5-episisomicin,aminoglycoside antibiotic,antibiotic inactivation
3001609,OXA-114a,Achromobacter xylosoxidans,oxacillin,penicillin beta-lactam,antibiotic inactivation
3001174,SHV-127,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3003003,CfxA3,Capnocytophaga ochracea,,cephalosporin,antibiotic inactivation
3002362,NDM-12,Escherichia coli,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001565,OXA-379,Acinetobacter baumannii,oxacillin,carbapenem;penicillin beta-lactam,antibiotic inactivation
3001835,ACT-13,Enterobacter asburiae,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001913,CTX-M-51,Escherichia coli,,cephalosporin,antibiotic inactivation
3001807,OXA-246,Pseudomonas aeruginosa,oxacillin,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3000795,mdtE,Escherichia coli str. K-12 substr. W3110,erythromycin;cloxacillin;oxacillin;norfloxacin,macrolide antibiotic;fluoroquinolone antibiotic;penicillin beta-lactam,antibiotic efflux
3001852,ACT-32,Enterobacter cloacae,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001842,ACT-21,Enterobacter hormaechei,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001880,CTX-M-17,Klebsiella pneumoniae,,cephalosporin,antibiotic inactivation
3002423,OKP-A-6,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3003199,AAC(6')-Iak,Stenotrophomonas maltophilia,dibekacin;amikacin;sisomicin;netilmicin;tobramycin;2'-N-ethylnetilmicin;5-episisomicin,aminoglycoside antibiotic,antibiotic inactivation
3001995,CTX-M-136,Proteus mirabilis,,cephalosporin,antibiotic inactivation
