gene_id,aro_accession,name,family_id,description,mechanism_id,DNA_accession,RNA_accession
3002864,ARO:3002864,dfrB1,3005347,A plasmid-associated trimethoprim-resistant dihydrofolate reductase detected in Bordetella bronchispetica on pKBB958.,1002,gb|U36276.1|+|717-953|dfrB1 [Escherichia coli],gb|AAA82255.1|+|dfrB1 [Escherichia coli]
3002865,ARO:3002865,dfrC,3005347,dfrC is a chromosome-encoded dihydrofolate reductase found in Staphylococcus aureus.,1002,gb|AE015929.1|-|1128934-1129419|dfrC [Staphylococcus epidermidis ATCC 12228],gb|AAO04716.1|+|dfrC [Staphylococcus epidermidis ATCC 12228]
3002866,ARO:3002866,dfrD,3005347,dfrD is a plasmid-encoded dihydrofolate reductase found in Listeria monocytogenes.,1002,gb|U43152.1|+|94-582|dfrD [Listeria monocytogenes],gb|AAA85213.1|+|dfrD [Listeria monocytogenes]
3002867,ARO:3002867,dfrF,3005347,dfrF is a chromosome-encoded dihydrofolate reductase found in Streptococcus pyogenes.,1002,gb|AF028812.1|+|393-887|dfrF [Enterococcus faecalis],gb|AAD01868.1|+|dfrF [Enterococcus faecalis]
3002868,ARO:3002868,dfrG,3005347,dfrG is a plasmid-encoded dihydrofolate reductase found in Staphylococcus aureus.,1002,gb|AB205645.1|+|1013-1510|dfrG [Staphylococcus aureus],gb|BAE15963.1|+|dfrG [Staphylococcus aureus]
3002869,ARO:3002869,dfrK,3005347,dfrK is a plasmid-encoded dihydrofolate reductase found in Staphylococcus aureus.,1002,gb|FN812951.1|+|1-492|dfrK [Staphylococcus aureus],gb|CBL80435.1|+|dfrK [Staphylococcus aureus]
3002870,ARO:3002870,tet(34),3000036,"tet(34) causes the activation of Mg2+-dependent purine nucleotide synthesis, which protects the protein synthesis pathway. It is found in Gram-negative Vibrio.",1001;1004,N/A,N/A
3002870,ARO:3002870,tet34,3000036,"tetA(46) is a subunit of tetAB(46), a heterodimeric ABC transporter, that is required for conferring tetracycline resistance in Streptococcus australis isolated from the oral cavity.",10000,N/A,N/A
3002871,ARO:3002871,tet(37),3000036,tet(37) is a chromosome-encoded oxidoreductase isolated from an uncultured bacterium that confers resistance to tetracycline.,1003,gb|AF540889.1|+|1-327|tet(37) [uncultured bacterium],gb|AAN28721.1|+|tet(37) [uncultured bacterium]
3002872,ARO:3002872,FosA3,3000133,An enzyme that confers resistance to fosfomycin in Escherichia coli by breaking the epoxide ring of the molecule. It depends on the cofactors Manganese (II) and Potassium and uses Glutathione (GSH) as the nucleophilic molecule.,1004,gb|JF411006.1|+|952-1368|FosA3 [Escherichia coli],gb|AEG78825.1|+|FosA3 [Escherichia coli]
3002873,ARO:3002873,FosB3,3000133,"A thiol transferase that leads to the resistance of fosfomycin in Enterococcus faecium. Contrasting FosA, FosB is dependent on the cofactor Magnesium (II) and uses either bacillithiol to open up the epoxide ring of fosfomycin.",1004,gb|HQ219726.1|+|386-805|FosB3 [Enterococcus faecium],gb|ADX95999.1|+|FosB3 [Enterococcus faecium]
3002874,ARO:3002874,FosC2,3004245,FosC2 is an enzyme that phosphorylates fosfomycin to confer resistance in Escherichia coli.,1004,gb|AB522969.1|+|1-399|FosC2 [Escherichia coli],gb|BAJ10053.1|+|FosC2 [Escherichia coli]
3002875,ARO:3002875,dfrE,3005347,dfrE is a chromosome-encoded dihydrofolate reductase found in Enterococcus faecalis.,1002,gb|AIIS01000002.1|-|233813-234307|dfrE [Enterococcus faecalis EnGen0074],gb|EOD99669.1|+|dfrE [Enterococcus faecalis EnGen0074]
3002877,ARO:3002877,BcI,3007100,Bacillus cereus beta-lactamase I is a class A beta-lactamase that breaks down a number of penicillins and cephalosporins in the Bacillus cereus strain 569/H/9.,1004,gb|X06599.1|+|273-1193|BcI [Bacillus cereus],gb|CAA29819.1|+|BcI [Bacillus cereus]
3002878,ARO:3002878,BcII,3000577,Bacillus cereus beta-lactamase II is a zinc metallo-beta-lactamase that hydrolyzes a large number of penicillins and cephalosporins in the Bacillus cereus strain 5/B/6.,1004,gb|M19530.1|+|416-1186|BcII [Bacillus cereus],gb|AAA22562.1|+|BcII [Bacillus cereus]
3002879,ARO:3002879,linG,3000221,"linG is an integron-associated gene cassette, with aadA2, encoding a lincosomide nucleotidyltransferase found in Salmonella enterica. linG confers resistance to lincosomide antibiotics.",1004,gb|DQ836009.1|+|1310-2131|linG [Salmonella enterica subsp. enterica serovar Stanley],gb|ABG65740.1|+|linG [Salmonella enterica subsp. enterica serovar Stanley]
3002881,ARO:3002881,lmrC,3007068,lmrC is an ABC-F subfamily protein that confers resistance to lincosamides in Streptomyces lincolnensis and Lactococcus lactis. It can dimerize with lmrD.,1003,gb|EU124663.1|-|32696-34348|lmrC [Streptomyces lincolnensis],gb|ABX00624.1|+|lmrC [Streptomyces lincolnensis]
3002882,ARO:3002882,lmrD,10001,lmrD is a chromosomally-encoded efflux pump that confers resistance to lincosamides in Streptomyces lincolnensis and Lactococcus lactis. It can dimerize with lmrC.,10000,gb|CP033607.1|+|310894-312888|lmrD [Lactococcus lactis],gb|AYV52072.1|+|lmrD [Lactococcus lactis]
3002883,ARO:3002883,rgt1438,300443,rgt1438 is a glycosyltransferase that confers rifampin resistance in Streptomyces.,1004,gb|JX028276.1|-|35586-36821|rgt1438 [Streptomyces sp. WAC 01438],gb|AFO53532.1|+|rgt1438 [Streptomyces sp. WAC 01438]
3002884,ARO:3002884,iri,3000445,iri is a monooxygenase that confers resistance to rifampin found in Rhodococcus hoagii.,1004,gb|U56415.1|+|280-1719|iri [Rhodococcus hoagii],gb|AAB41059.1|+|iri [Rhodococcus hoagii]
3002891,ARO:3002891,Streptomyces rimosus otr(A),2,Streptomyces rimosus otr(A) is an oxytetracycline resistance ribosomal protection protein found in Streptomyces rimosus.,1003,gb|X53401.1|+|1-1992|otr(A)S.rim [Streptomyces rimosus],gb|CAA37477.1|+|otr(A)S.rim [Streptomyces rimosus]
3002892,ARO:3002892,otr(B),10002,otr(B) is a tetracycline resistance efflux pump found in Streptomyces rimosus.,1004,gb|AF079900.1|+|40-1731|otr(B) [Streptomyces rimosus],gb|AAD04032.1|+|otr(B) [Streptomyces rimosus]
3002893,ARO:3002893,tcr3,10002,tcr3 is a tetracycline efflux pump that confers self-resistance to Kitasatospora aureofaciens.,10000,gb|D38215.1|+|1-1539|tcr3 [Kitasatospora aureofaciens],gb|BAA07390.1|+|tcr3 [Kitasatospora aureofaciens]
3002894,ARO:3002894,otr(C),10001,otr(C) is a tetracycline resistance efflux pump found in Streptomyces rimosus.,10000,gb|AY509111.1|+|1-1056|otr(C) [Streptomyces rimosus],gb|AAR96051.1|+|otr(C) [Streptomyces rimosus]
3002895,ARO:3002895,SAT-2,3003869,"SAT-2 is a plasmid-mediated streptothricin acetyltransferase, which confers resistance to streptothricin, a nucleoside antibiotic. Originally described from an E. coli plasmid sequence by Heim et al., 1989.",10000;1001;3000244,gb|AB211124.1|+|1-525|SAT-2 [Escherichia coli],gb|BAD95494.1|+|SAT-2 [Escherichia coli]
3002897,ARO:3002897,SAT-4,3003869,"SAT-4 is a plasmid-mediated streptothricin acetyltransferase and streptothricin (a nucleoside antibiotic) resistant determinant. Originally described from a Campylobacter coli BE/G4 plasmid gene sequence by Jacob et al, 1994.",1004,gb|U01945.1|+|374-916|SAT-4 [Campylobacter coli],gb|AAB53445.1|+|SAT-4 [Campylobacter coli]
3002898,ARO:3002898,SAT-3,3003869,"SAT-3 is a plasmid-mediated streptothricin acetyltransferase and streptothricin resistance determinant. Originally described from an E. coli plasmid gene by Tietze and Brevet, 1995.",1004,gb|Z48231.1|+|221-763|SAT-3 [Escherichia coli],gb|CAA88265.1|+|SAT-3 [Escherichia coli]
3002907,ARO:3002907,vanE,3002906;3000234,"VanE is a D-Ala-D-Ala ligase homolog that can synthesize D-Ala-D-Ser, an alternative substrate for peptidoglycan synthesis that reduces vancomycin binding affinity in Enterococcus faecalis.",1001,gb|FJ872411.1|+|39736-40794|vanE [Enterococcus faecalis],gb|AAL27442.1|+|vanE [Enterococcus faecalis]
3002908,ARO:3002908,vanF,3002906;3000234,"VanF is a D-Ala-D-Ala ligase homolog that can synthesize D-Ala-D-Lac, an alternative substrate for peptidoglycan synthesis that reduces vancomycin binding affinity. It is associated with both vancomycin and teicoplanin resistance in Paenibacillus popilliae.",1001,gb|AF155139.1|+|5940-6971|vanF [Paenibacillus popilliae ATCC 14706],gb|AAF36803.1|+|vanF [Paenibacillus popilliae ATCC 14706]
3002909,ARO:3002909,vanG,3002906;3000234,"VanG is a D-Ala-D-Ala ligase homolog that can synthesize D-Ala-D-Ser, an alternative substrate for peptidoglycan synthesis that reduces vancomycin binding affinity in Enterococcus faecalis.",1001,gb|DQ212986.1|+|5985-7034|vanG [Enterococcus faecalis],gb|ABA71731.1|+|vanG [Enterococcus faecalis]
3002910,ARO:3002910,vanL,3002906;3000234,"VanL is a D-Ala-D-Ala ligase homolog that can synthesize D-Ala-D-Ser, an alternative substrate for peptidoglycan synthesis that reduces vancomycin binding affinity in Enterococcus faecalis.",1001,gb|EU250284.1|+|955-2004|vanL [Enterococcus faecalis],gb|ABX54687.1|+|vanL [Enterococcus faecalis]
3002911,ARO:3002911,vanM,3002906;3000234,"VanM is a D-Ala-D-Ala ligase homolog that can synthesize D-Ala-D-Lac, an alternative substrate for peptidoglycan synthesis that reduces vancomycin binding affinity. It is associated with both vancomycin and teicoplanin resistance.",1001,gb|FJ349556.1|+|4857-5888|vanM [Enterococcus faecium],gb|ACL82961.1|+|vanM [Enterococcus faecium]
3002912,ARO:3002912,vanN,3002906;3000234,"VanN is a D-Ala-D-Ala ligase homolog that can synthesize D-Ala-D-Ser, an alternative substrate for peptidoglycan synthesis that reduces vancomycin binding affinity in Enterococcus faecium.",1001,gb|JF802084.1|+|560-1591|vanN [Enterococcus faecium],gb|AEP40500.1|+|vanN [Enterococcus faecium]
3002913,ARO:3002913,vanO,3002906;3000234,"VanO is a D-Ala-D-Ala ligase homolog that can synthesize D-Ala-D-Lac, an alternative substrate for peptidoglycan synthesis that reduces vancomycin binding affinity. It is associated with both vancomycin and teicoplanin resistance.",1001,gb|KF478993.1|+|1540-2580|vanO [Rhodococcus hoagii],gb|AHA41500.1|+|vanO [Rhodococcus hoagii]
3002914,ARO:3002914,vanJ,3004255,vanJ is a novel membrane protein that confers resistance to teicoplanin and its derivatives in Streptomyces coelicolor by recycling undecaprenol pyrophosphate during cell wall biosynthesis.,1001,gb|AL939117.1|+|50872-51864|vanJ [Streptomyces coelicolor A3(2)],gb|CAB45459.1|+|vanJ [Streptomyces coelicolor A3(2)]
3002919,ARO:3002919,vanR gene in vanA cluster,3000234;3000574,"Also known as vanRA, is a vanR variant found in the vanA gene cluster.",1001,gb|M97297.1|+|3976-4671|vanR_in_vanA_cl [Enterococcus faecium],gb|AAA65953.1|+|vanR_in_vanA_cl [Enterococcus faecium]
3002921,ARO:3002921,vanR gene in vanB cluster,3000234;3000574,"Also known as vanRB, is a vanR variant found in the vanB gene cluster.",1001,gb|U35369.1|+|178-840|vanR_in_vanB_cl [Enterococcus faecalis],gb|AAB05622.1|+|vanR_in_vanB_cl [Enterococcus faecalis]
3002922,ARO:3002922,vanR gene in vanC cluster,3000234;3000574,"Also known as vanRC, is a vanR variant found in the vanC gene cluster.",1001,gb|AF162694.1|+|5193-5888|vanR_in_vanC_cl [Enterococcus gallinarum],gb|AAF86641.1|+|vanR_in_vanC_cl [Enterococcus gallinarum]
3002923,ARO:3002923,vanR gene in vanD cluster,3000234;3000574,"Also known as vanRD, is a mutated vanR variant found in the vanD gene cluster that caused constitutive expression of vanD peptidoglycan synthesis.",1001,gb|AY082011.1|+|1-699|vanR_in_vanD_cl [Enterococcus faecium],gb|AAM09851.1|+|vanR_in_vanD_cl [Enterococcus faecium]
3002924,ARO:3002924,vanR gene in vanE cluster,3000234;3000574,"Also known as vanRE, is a vanR variant found in the vanE gene cluster.",1001,gb|FJ872411.1|+|43514-44203|vanR_in_vanE_cl [Enterococcus faecalis],gb|AAL27445.1|+|vanR_in_vanE_cl [Enterococcus faecalis]
3002925,ARO:3002925,vanR gene in vanF cluster,3000234;3000574,"Also known as vanRF, is a vanR variant found in the vanF gene cluster.",1001,gb|AF155139.1|+|1512-2207|vanR_in_vanF_cl [Paenibacillus popilliae ATCC 14706],gb|AAR84672.1|+|vanR_in_vanF_cl [Paenibacillus popilliae ATCC 14706]
3002926,ARO:3002926,vanR gene in vanG cluster,3000234;3000574,"Also known as vanRG, is a vanR variant found in the vanG gene cluster.",1001,gb|DQ212986.1|+|2259-2966|vanR_in_vanG_cl [Enterococcus faecalis],gb|ABA71727.1|+|vanR_in_vanG_cl [Enterococcus faecalis]
3002927,ARO:3002927,vanR gene in vanL cluster,3000234;3000574,"Also known as vanRL, is a vanR variant found in the vanL gene cluster.",1001,gb|EU250284.1|+|4731-5426|vanR_in_vanL_cl [Enterococcus faecalis],gb|ABX54691.1|+|vanR_in_vanL_cl [Enterococcus faecalis]
3002928,ARO:3002928,vanR gene in vanM cluster,3000234;3000574,"Also known as vanRM, is a vanR variant found in the vanM gene cluster.",1001,gb|FJ349556.1|+|982-1680|vanR_in_vanM_cl [Enterococcus faecium],gb|ACL82957.1|+|vanR_in_vanM_cl [Enterococcus faecium]
3002929,ARO:3002929,vanR gene in vanN cluster,3000234;3000574,"Also known as vanRN, is a vanR variant found in the vanN gene cluster.",1001,gb|JF802084.1|+|4338-5030|vanR_in_vanN_cl [Enterococcus faecium],gb|AEP40503.1|+|vanR_in_vanN_cl [Enterococcus faecium]
3002930,ARO:3002930,vanR gene in vanO cluster,3000234;3000574,"Also known as vanRO, is a vanR variant found in the vanO gene cluster.",1001,gb|KF478993.1|-|6003-6704|vanR_in_vanO_cl [Rhodococcus hoagii],gb|AHA41505.1|+|vanR_in_vanO_cl [Rhodococcus hoagii]
3002931,ARO:3002931,vanS gene in vanA cluster,3000234;3000071,"Also known as vanSA, is a vanS variant found in the vanA gene cluster.",1001,gb|M97297.1|+|4649-5803|vanS_in_vanA_cl [Enterococcus faecium],gb|AAA65954.1|+|vanS_in_vanA_cl [Enterococcus faecium]
3002932,ARO:3002932,vanS gene in vanB cluster,3000234;3000071,"Also known as vanSB, is a vanS variant found in the vanB gene cluster.",1001,gb|U35369.1|+|840-2183|vanS_in_vanB_cl [Enterococcus faecalis],gb|AAB05623.1|+|vanS_in_vanB_cl [Enterococcus faecalis]
3002933,ARO:3002933,vanS gene in vanC cluster,3000234;3000071,"Also known as vanSC, is a vanS variant found in the vanC gene cluster.",1001,gb|AF162694.1|+|5878-6963|vanS_in_vanC_cl [Enterococcus gallinarum],gb|AAF86642.1|+|vanS_in_vanC_cl [Enterococcus gallinarum]
3002934,ARO:3002934,vanS gene in vanD cluster,3000234;3000071,"Also known as vanSD, is a mutated vanS variant found in the vanD gene cluster that caused constitutive expression of vanD peptidoglycan synthesis.",1001,gb|EU999036.1|+|689-1390|vanS_in_vanD_cl [Enterococcus faecium],gb|ACM47284.1|+|vanS_in_vanD_cl [Enterococcus faecium]
3002935,ARO:3002935,vanS gene in vanE cluster,3000234;3000071,"Also known as vanSE, is a vanS variant found in the vanE gene cluster.",1001,gb|FJ872411.1|+|44193-45266|vanS_in_vanE_cl [Enterococcus faecalis],gb|AAL27446.1|+|vanS_in_vanE_cl [Enterococcus faecalis]
3002936,ARO:3002936,vanS gene in vanF cluster,3000234;3000071,"Also known as vanSF, is a vanS variant found in the vanF gene cluster.",1001,gb|AF155139.1|+|2200-3297|vanS_in_vanF_cl [Paenibacillus popilliae ATCC 14706],gb|AAR84673.1|+|vanS_in_vanF_cl [Paenibacillus popilliae ATCC 14706]
3002937,ARO:3002937,vanS gene in vanG cluster,3000234;3000071,"Also known as vanSG, is a vanS variant found in the vanG gene cluster.",1001,gb|DQ212986.1|+|2980-4086|vanS_in_vanG_cl [Enterococcus faecalis],gb|ABA71728.1|+|vanS_in_vanG_cl [Enterococcus faecalis]
3002938,ARO:3002938,vanS gene in vanL cluster,3000234;3000071,"Also known as vanSI, is a vanS variant found in the vanI gene cluster; it is a histidine kinase.",1001,gb|EU250284.1|+|5416-6510|vanS_in_vanL_cl [Enterococcus faecalis],gb|ABX54692.1|+|vanS_in_vanL_cl [Enterococcus faecalis]
3002939,ARO:3002939,vanS gene in vanM cluster,3000234;3000071,"Also known as vanSL, is a vanS variant found in the vanL gene cluster.",1001,gb|FJ349556.1|+|1673-2785|vanS_in_vanM_cl [Enterococcus faecium],gb|ACL82958.1|+|vanS_in_vanM_cl [Enterococcus faecium]
3002940,ARO:3002940,vanS gene in vanN cluster,3000234;3000071,"Also known as vanSM, is a vanS variant found in the vanM gene cluster.",1001,gb|JF802084.1|+|5020-6114|vanS_in_vanN_cl [Enterococcus faecium],gb|AEP40504.1|+|vanS_in_vanN_cl [Enterococcus faecium]
3002941,ARO:3002941,vanS gene in vanO cluster,3000234;3000071,"Also known as vanSN, is a vanS variant found in the vanN gene cluster.",1001,gb|KF478993.1|-|4910-5947|vanS_in_vanO_cl [Rhodococcus hoagii],gb|AHA41504.1|+|vanS_in_vanO_cl [Rhodococcus hoagii]
3002942,ARO:3002942,vanH gene in vanA cluster,3000234;3000006,"Also known as vanHA, is a vanH variant in the vanA gene cluster.",1001,gb|M97297.1|+|6018-6986|vanH_in_vanA_cl [Enterococcus faecium],gb|AAA65955.1|+|vanH_in_vanA_cl [Enterococcus faecium]
3002943,ARO:3002943,vanH gene in vanB cluster,3000234;3000006,"Also known as vanHB, is a vanH variant in the vanB gene cluster.",1001,gb|U35369.1|+|4007-4978|vanH_in_vanB_cl [Enterococcus faecalis],gb|AAB05626.1|+|vanH_in_vanB_cl [Enterococcus faecalis]
3002944,ARO:3002944,vanH gene in vanD cluster,3000234;3000006,"Also known as vanHD, is a vanH variant in the vanD gene cluster.",1001,gb|AY082011.1|+|4937-5908|vanH_in_vanD_cl [Enterococcus faecium],gb|AAM09850.1|+|vanH_in_vanD_cl [Enterococcus faecium]
3002945,ARO:3002945,vanH gene in vanF cluster,3000234;3000006,"Also known as vanHF, is a vanH variant in the vanF gene cluster.",1001,gb|AF155139.1|+|4979-5947|vanH_in_vanF_cl [Paenibacillus popilliae ATCC 14706],gb|AAF36802.1|+|vanH_in_vanF_cl [Paenibacillus popilliae ATCC 14706]
3002947,ARO:3002947,vanH gene in vanM cluster,3000234;3000006,"Also known as vanHM, is a vanH variant in the vanM gene cluster.",1001,gb|FJ349556.1|+|3884-4864|vanH_in_vanM_cl [Enterococcus faecium],gb|ACL82960.1|+|vanH_in_vanM_cl [Enterococcus faecium]
3002948,ARO:3002948,vanH gene in vanO cluster,3000234;3000006,"Also known as vanHO, is a vanH variant in the vanO gene cluster.",1001,gb|KF478993.1|+|491-1543|vanH_in_vanO_cl [Rhodococcus hoagii],gb|AHA41499.1|+|vanH_in_vanO_cl [Rhodococcus hoagii]
3002949,ARO:3002949,vanX gene in vanA cluster,3000234;300011,"Also known as vanXA, is a vanX variant found in the vanA gene cluster.",1001,gb|M97297.1|+|8016-8624|vanX_in_vanA_cl [Enterococcus faecium],gb|AAA65957.1|+|vanX_in_vanA_cl [Enterococcus faecium]
3002950,ARO:3002950,vanX gene in vanB cluster,3000234;300011,"Also known as vanXB, is a vanX variant found in the vanB gene cluster.",1001,gb|U35369.1|+|6005-6613|vanX_in_vanB_cl [Enterococcus faecalis],gb|AAB05628.1|+|vanX_in_vanB_cl [Enterococcus faecalis]
3002952,ARO:3002952,vanX gene in vanF cluster,3000234;300011,"Also known as vanXF, is a vanX variant found in the vanF gene cluster.",1001,gb|AF155139.2|+|6977-7648|vanX_in_vanF_cl [Paenibacillus popilliae ATCC 14706],gb|AAF36804.1|+|vanX_in_vanF_cl [Paenibacillus popilliae ATCC 14706]
3002953,ARO:3002953,vanX gene in vanM cluster,3000234;300011,"Also known as vanXM, is a vanX variant found in the vanM gene cluster.",1001,gb|FJ349556.1|+|5894-6502|vanX_in_vanM_cl [Enterococcus faecium],gb|ACL82962.1|+|vanX_in_vanM_cl [Enterococcus faecium]
3002954,ARO:3002954,vanX gene in vanO cluster,3000234;300011,"Also known as vanXO, is a vanX variant found in the vanO gene cluster.",1001,gb|KF478993.1|+|2577-3185|vanX_in_vanO_cl [Rhodococcus hoagii],gb|AHA41501.1|+|vanX_in_vanO_cl [Rhodococcus hoagii]
3002955,ARO:3002955,vanY gene in vanA cluster,3000234;3000077,"Also known as vanYA, is a vanY variant found in the vanA gene cluster.",1001,gb|M97297.1|+|9052-9963|vanY_in_vanA_cl [Enterococcus faecium],gb|AAA65958.1|+|vanY_in_vanA_cl [Enterococcus faecium]
3002956,ARO:3002956,vanY gene in vanB cluster,3000234;3000077,"Also known as vanYB, is a vanY variant found in the vanB gene cluster.",1001,gb|U35369.1|+|2359-3165|vanY_in_vanB_cl [Enterococcus faecalis],gb|AAB05624.1|+|vanY_in_vanB_cl [Enterococcus faecalis]
3002957,ARO:3002957,vanY gene in vanD cluster,3000234;3000077,"Also known as vanYD, is a vanY variant found in the vanD gene cluster.",1001,gb|AY082011.1|+|3849-4265|vanY_in_vanD_cl [Enterococcus faecium],gb|AAM09853.1|+|vanY_in_vanD_cl [Enterococcus faecium]
3002958,ARO:3002958,vanY gene in vanF cluster,3000234;3000077,"Also known as vanYF, is a vanY variant found in the vanF gene cluster.",1001,gb|AF155139.1|+|3397-4278|vanY_in_vanF_cl [Paenibacillus popilliae ATCC 14706],gb|AAF36805.1|+|vanY_in_vanF_cl [Paenibacillus popilliae ATCC 14706]
